id	eventid	iyear	imonth	iday	approxdate	extended	resolution	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	catgory_attacktype	attacktype2	attacktype2_txt	attacktype3	attacktype3_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	targtype2	targtype2_txt	targsubtype2	targsubtype2_txt	corp2	target2	natlty2	natlty2_txt	targtype3	targtype3_txt	targsubtype3	targsubtype3_txt	corp3	target3	natlty3	natlty3_txt	gname	gsubname	gname2	gsubname2	gname3	gsubname3	motive	guncertain1	guncertain2	guncertain3	individual	nperps	nperpcap	claimed	claimmode	claimmode_txt	claim2	claimmode2	claimmode2_txt	claim3	claimmode3	claimmode3_txt	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	weaptype2	weaptype2_txt	weapsubtype2	weapsubtype2_txt	weaptype3	weaptype3_txt	weapsubtype3	weapsubtype3_txt	weaptype4	weaptype4_txt	weapsubtype4	weapsubtype4_txt	weapdetail	nkill	nkillus	nkillter	nwound	nwoundus	nwoundte	property	propextent	propextent_txt	propvalue	propcomment	ishostkid	nhostkid	nhostkidus	nhours	ndays	divert	kidhijcountry	ransom	ransomamt	ransomamtus	ransompaid	ransompaidus	ransomnote	hostkidoutcome	hostkidoutcome_txt	nreleased	addnotes	scite1	scite2	scite3	dbsource	INT_LOG	INT_IDEO	INT_MISC	INT_ANY	related
53387	1,9921E+11	1992	10	12		0		95	Iraq	10	Middle East & North Africa	Dihok	Duhok	36.860813	42.97646	1.0	0			1	1	1	-9.0			0.0	1	0	2	Armed Assault	Armed Assault					12	NGO	62.0	International NGO	International Red Cross	House, Red Cross Official	199.0	Switzerland	12.0	NGO	62.0	International NGO	International Red Cross	Red Cross Personnel											Unknown							0.0			0													5	Firearms	2.0	Automatic or Semi-Automatic Rifle													Automatic firearm	0.0			1.0			1					0.0							0.0													PGIS	-9	-9	1	1	
54170	1,99211E+11	1992	11	22		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					1	Business	8.0	Hotel/Resort		Baghdad Hotel	95.0	Iraq																	Unknown							0.0			0													6	Explosives	16.0	Unknown Explosive Type													Explosive	4.0			28.0			1					0.0							0.0													PGIS	-9	-9	0	-9	
54207	1,99211E+11	1992	11	25		0		95	Iraq	10	Middle East & North Africa	Dihok	Duhok	36.860813	42.97646	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					7	Government (Diplomatic)	47.0	International Organization (peacekeeper, aid agency, compound)	United Nations	Vehicle	422.0	International																	Unknown							0.0			0													6	Explosives	16.0	Unknown Explosive Type													Explosive	0.0			0.0			1					0.0							0.0													PGIS	-9	-9	1	1	
54543	1,99212E+11	1992	12	16		0		95	Iraq	10	Middle East & North Africa	Dihok	Zakho	37.137891	42.699011	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					7	Government (Diplomatic)	47.0	International Organization (peacekeeper, aid agency, compound)	United Nations World Food Program	8 relief trucks	422.0	International																	Unknown							0.0			0													6	Explosives	16.0	Unknown Explosive Type													Explosive - defused	0.0			0.0			1	3.0	Minor (likely < $1 million)	400000.0		0.0							0.0													PGIS	-9	-9	1	1	
54544	1,99212E+11	1992	12	16		0		95	Iraq	10	Middle East & North Africa	Dihok	Zakho	37.137891	42.699011	1.0	0			1	1	1	0.0			0.0	0	0	3	Bombing/Explosion	Bombing/Explosion					7	Government (Diplomatic)	47.0	International Organization (peacekeeper, aid agency, compound)	United Nations World Food Program	9 relief trucks	422.0	International																	Unknown							0.0			0													6	Explosives	16.0	Unknown Explosive Type													Explosive - defused	0.0			0.0			1					0.0							0.0													PGIS	-9	-9	1	1	
54897	1,99401E+11	1994	1	18		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0			1	1	1	-9.0			0.0	1	0	2	Armed Assault	Armed Assault					12	NGO	62.0	International NGO	Turkish Aid Program	Vehicle carrying aid workers*	209.0	Turkey																	Unknown							0.0			0													5	Firearms	2.0	Automatic or Semi-Automatic Rifle													Automatic firearm	2.0			2.0			1					0.0							0.0													PGIS	-9	-9	1	1	
55811	1,99404E+11	1994	4	4		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	1			1	1	1	0.0			0.0	1	0	1	Assassination	Armed Assault					10	Journalists & Media	53.0	Newspaper Journalist/Staff/Facility	Agency France Press/German Media	Lissy Schmidt	75.0	Germany																	Unknown							0.0			0													5	Firearms	2.0	Automatic or Semi-Automatic Rifle													Automatic firearm	2.0						0					0.0							0.0													PGIS	-9	-9	1	1	
56444	1,99405E+11	1994	5	29		0		95	Iraq	10	Middle East & North Africa	Dihok	Khalbishi	37.102255	43.202923	2.0	0			1	0	1	1.0	3.0	Intra/Inter-group Conflict	0.0	1	0	1	Assassination	Armed Assault					17	Terrorists/Non-State Militia	93.0	Terrorist	People's Mujahedin of Iran (MEK)	Member	94.0	Iran																	Unknown							0.0			0													13	Unknown																1.0						0					0.0							0.0													PGIS	-9	-9	1	1	
56563	1,99406E+11	1994	6	13		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0			1	1	1	0.0			0.0	1	0	2	Armed Assault	Armed Assault					22	Violent Political Party	110.0	Party Office/Facility	Patriotic Union of Kurdistan (PUK)	Offices	95.0	Iraq																	Kurdish Democratic Party-Iraq (KDP)							0.0			0													5	Firearms	2.0	Automatic or Semi-Automatic Rifle													Automatic firearm							1					0.0							0.0													PGIS	0	0	0	0	
56564	1,99406E+11	1994	6	13		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0			1	1	1	0.0			0.0	1	0	2	Armed Assault	Armed Assault					14	Private Citizens & Property	78.0	Procession/Gathering (funeral, wedding, birthday, religious)	Kurdistan Democratic Party	Funeral Procession	95.0	Iraq																	Patriotic Union of Kurdistan (PUK)							0.0			0													5	Firearms	2.0	Automatic or Semi-Automatic Rifle													Automatic firearm	51.0			40.0			1					0.0							0.0													PGIS	0	0	0	0	
57124	1,99408E+11	1994	8	25		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0			1	1	1	0.0			0.0	0	0	3	Bombing/Explosion	Bombing/Explosion					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Patriotic Union of Kurdistan (PUK)	Leader	95.0	Iraq																	Unknown							0.0			0													6	Explosives	15.0	Vehicle													Car bomb	10.0			100.0			1					0.0							0.0													PGIS	-9	-9	0	-9	
57531	1,9941E+11	1994	10	16		0		95	Iraq	10	Middle East & North Africa	Arbil	Ankawah	36.192589	44.004623	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	15.0	Politician or Political Party Movement/Meeting/Rally	U/I opposition group	groups HQs	95.0	Iraq																	Unknown							0.0			0													6	Explosives	14.0	Time Fuse													Bomb - timed	1.0			3.0			1					0.0							0.0													PGIS	-9	-9	0	-9	
58606	1,99502E+11	1995	2	27		0		95	Iraq	10	Middle East & North Africa	Dihok	Zakho	37.137891	42.699011	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					20	Unknown				unk	95.0	Iraq																	Patriotic Union of Kurdistan (PUK)							1.0			0													6	Explosives	15.0	Vehicle													Car bomb	76.0			141.0			1					0.0							0.0													PGIS	0	0	0	0	
58938	1,99504E+11	1995	4	5		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	15.0	Politician or Political Party Movement/Meeting/Rally		Opposition Party	95.0	Iraq																	Unknown							0.0			0													6	Explosives	16.0	Unknown Explosive Type													Bomb	2.0			0.0			1					0.0							0.0													PGIS	-9	-9	0	-9	
60361	1,99509E+11	1995	9	7		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0			1	1	1	0.0			0.0	0	0	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	15.0	Politician or Political Party Movement/Meeting/Rally	Government of Iraq	Minister	95.0	Iraq							95.0	Iraq					civilians	civilians including children	95.0	Iraq	Kurdistan Workers' Party (PKK)							0.0			0													6	Explosives	15.0	Vehicle													Car bomb	5.0			9.0			1					0.0							0.0													PGIS	1	1	0	1	
64076	1,99612E+11	1996	12	1		0		95	Iraq	10	Middle East & North Africa	Arbil	Koysanjag	36.083333	44.633333	1.0	0			1	1	1	0.0			0.0	1	0	9	Unknown	Armed Assault					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Kurdistan Democratic Party (KDP)	Member	95.0	Iraq																	Unknown							0.0			0													13	Unknown																5.0			3.0			1					0.0							0.0													PGIS	-9	-9	0	-9	
65520	1,99706E+11	1997	6	4		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0			1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					3	Police	22.0	Police Building (headquarters, station, school)	Iraqi Police Service (IPS)	KDP Police Station	95.0	Iraq																	Unknown							0.0			0	3.0												6	Explosives	7.0	Grenade													Grenade	3.0						1					0.0							0.0													PGIS	-9	-9	0	-9	
66274	1,99708E+11	1997	8	14		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0			1	1	1	0.0			0.0	1	0	1	Assassination	Armed Assault					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Democratic Party of Iranian Kurdistan (PDKI)	Members: Qaleb Alizadeh and Anjad Mowlaii	94.0	Iran																	Unknown							0.0			0													13	Unknown																3.0			4.0			0					0.0							0.0													PGIS	-9	-9	1	1	
66321	1,99708E+11	1997	8	19		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Dokan	35.928637	44.964221	1.0	0			1	1	1	0.0			0.0	1	0	9	Unknown	Bombing/Explosion					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Democratic Party of Iranian Kurdistan (PDKI)	Member	94.0	Iran																	Unknown							0.0			0													13	Unknown																3.0			9.0			1					0.0							0.0													PGIS	-9	-9	1	1	
66607	1,99709E+11	1997	9	14		0		95	Iraq	10	Middle East & North Africa	Dihok	Amadiyah	37.0925	43.487222	1.0	1			1	1	1	0.0			0.0	1	0	7	Facility/Infrastructure Attack	Bombing/Explosion					14	Private Citizens & Property	76.0	House/Apartment/Residence		houses	209.0	Turkey																	Kurdistan Workers' Party (PKK)							0.0			0													8	Incendiary																0.0			0.0			1					0.0							0.0													PGIS	1	0	1	1	
66608	1,99709E+11	1997	9	14		0		95	Iraq	10	Middle East & North Africa	Dihok	Amadiyah	37.0925	43.487222	1.0	1			1	1	1	0.0			0.0	1	0	6	Hostage Taking (Kidnapping)	Hostage Taking (Kidnapping)					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified	Unknown	U/I Civilians	209.0	Turkey																	Kurdistan Workers' Party (PKK)							0.0			0													13	Unknown																0.0			0.0			0					1.0	12.0	0.0	0.0			Iraq	0.0													PGIS	1	0	1	1	
66619	1,99709E+11	1997	9	15		0		95	Iraq	10	Middle East & North Africa	Dihok	Amadiyah	37.0925	43.487222	1.0	1			1	0	1	1.0	3.0	Intra/Inter-group Conflict	0.0	1	0	9	Unknown	Armed Assault					17	Terrorists/Non-State Militia	93.0	Terrorist	Kurdistan Workers' Party (PKK)	Rebels	209.0	Turkey																	Kurdish Democratic Party-Iraq (KDP)							0.0			0													13	Unknown																2.0			0.0			1					0.0							0.0													PGIS	0	1	1	1	
66874	1,9971E+11	1997	10	18		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0			0	1	1	1.0	2.0	Other Crime Type	0.0	1	0	2	Armed Assault	Armed Assault					14	Private Citizens & Property	73.0	Vehicles/Transportation	Khabat	Vehicle	94.0	Iran																	Unknown							0.0			0	4.0												5	Firearms	5.0	Unknown Gun Type													Firearm	1.0			0.0			1					0.0							0.0													PGIS	-9	-9	1	1	
67060	1,99711E+11	1997	11	7		0		95	Iraq	10	Middle East & North Africa	Arbil	Sidakan	36.803372	44.663587	2.0	0			1	0	1	1.0	3.0	Intra/Inter-group Conflict	0.0	1	0	9	Unknown	Armed Assault					22	Violent Political Party	110.0	Party Office/Facility	Democratic Party of Iranian Kurdistan (PDKI)	Militia Post	94.0	Iran																	Kurdistan Workers' Party (PKK)							0.0			0													13	Unknown																57.0			0.0			1					0.0							0.0													PGIS	1	1	1	1	
67061	1,99711E+11	1997	11	7		0		95	Iraq	10	Middle East & North Africa	Arbil	Degala	36.175982	44.385519	2.0	1			1	0	1	1.0	3.0	Intra/Inter-group Conflict	0.0	0	0	9	Unknown	Armed Assault					22	Violent Political Party	110.0	Party Office/Facility	Democratic Party of Iranian Kurdistan (PDKI)	Militia Post	94.0	Iran																	Patriotic Union of Kurdistan (PUK)							0.0			0													13	Unknown																0.0			0.0			1					0.0							0.0													PGIS	0	1	1	1	
67312	1,99712E+11	1997	12	9		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Dokan	35.928637	44.964221	1.0	1			1	1	1	0.0			0.0	1	0	1	Assassination	Armed Assault					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Democratic Party of Iranian Kurdistan (PDKI)	Members	94.0	Iran																	Unknown							0.0			0													13	Unknown																5.0			0.0			0					0.0							0.0													PGIS	-9	-9	1	1	
67313	1,99712E+11	1997	12	9		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Dokan	35.928637	44.964221	1.0	1			1	1	1	0.0			0.0	1	0	1	Assassination	Armed Assault					22	Violent Political Party	109.0	Party Official/Candidate/Other Personnel	Democratic Party of Iranian Kurdistan (PDKI)	Members	94.0	Iran																	Unknown							0.0			0													13	Unknown																5.0			0.0			0					0.0							0.0													PGIS	-9	-9	1	1	
68015	1,99808E+11	1998	8	1		0		95	Iraq	10	Middle East & North Africa	Dihok	Dahuk	36.860813	42.97646	1.0	0		08/01/1998: Khalid Tawfiq, the head of the Kurdistan Democratic Party in Dinok, Turkey was killed in his home by an explosion. A total of six people were killed in the attack, blamed on the Kurdistan Workers' Party (PKK).	1	1	1	0.0			0.0	1	0	1	Assassination	Armed Assault					2	Government (General)	15.0	Politician or Political Party Movement/Meeting/Rally	Kurdistan Democratic Party	Khalid Tawfiq, Head of the Kurdistan Democratic Party of Dinok, Turkey	209.0	Turkey																	Kurdistan Workers' Party (PKK)						Unknown	1.0			0		0.0	0.0										6	Explosives	16.0	Unknown Explosive Type														6.0	0.0	0.0	0.0	0.0	0.0	1	3.0	Minor (likely < $1 million)			0.0																Khalid Tawfiq, his wife and his four sons were killed in the attack.	“KDP Representative in Dihok Killed in Bomb Attack,” Ulkede Gundem (Ankara edition), August 5, 1998.	“Kurdish rebel group accuses rival of killing local leader,” Associated Press Worldstream, August 4, 1998.		CETIS	1	0	1	1	
68094	1,99808E+11	1998	8	16		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Sulaymaniyah	35.567009	45.385494	1.0	0		08/16/1998: The Mesopotamian Cultural Center in as-Sulaymaniyah, Iraq, was bombed by suspected contras of the Turkish state and the Kurdish Democratic Party (KDP). Two people were injured in the blast.	1	1	1	1.0	1.0	Insurgency/Guerilla Action	0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					1	Business	11.0	Entertainment/Cultural/Stadium/Casino	Mesopotamian Cultural Center (MKM)	Mesopotamian Cultural Center (MKM) in as-Sulaymaniyah, Iraq	95.0	Iraq																	Kurdish Democratic Party-Iraq (KDP)						Unknown	1.0			0		0.0	0.0										6	Explosives	16.0	Unknown Explosive Type														0.0	0.0	0.0	2.0	0.0	0.0	1	4.0	Unknown			0.0																	“Two Injured in Explosion at MKM in North Iraq,” London MED TV Television, August 16, 1998.			CETIS	0	0	0	0	
68618	1,99903E+11	1999	3	9		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0		03/09/1999: Three people were injured by a bombing that occurred outside the residence of a national staff member of the United Nations Food and Agriculture Organization in Irbil, Iraq. The perpetrators of this incident were unknown.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					7	Government (Diplomatic)	47.0	International Organization (peacekeeper, aid agency, compound)	Untied Nations Food and Agriculture Organization	Residence of a national staff member of the United Nations Food and Agriculture Organization in Irbil, Iraq	999.0	Multinational																	Unknown						Unknown	0.0			0			0.0										6	Explosives	16.0	Unknown Explosive Type														0.0	0.0	0.0	3.0	0.0	0.0	0					0.0																	"""Third attack near U.N. facilities in northern Iraq,” The Associated Press, March 15, 1999."			CETIS	-9	-9	1	1	
68627	1,99903E+11	1999	3	10		0		95	Iraq	10	Middle East & North Africa	Dihok	Duhok	36.860813	42.97646	1.0	0		03/10/1999: An unknown suicide bomber detonated his device in front of the Turkmen Front political party office in Dohuk, Iraq. The bomber was killed and four others were wounded in the attack. The office was about 100 yards from the local headquarters of UNESCO and the World Health Organization.	1	1	1	0.0			0.0	1	1	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	15.0	Politician or Political Party Movement/Meeting/Rally	Turkmen Front	Turkmen Front Political Party office in Dohuk, Colombia	95.0	Iraq																	Unknown						Unknown	0.0			0	1.0	0.0	0.0										6	Explosives	13.0	Suicide (carried bodily by human being)														1.0	0.0	1.0	4.0	0.0	0.0	0					0.0																	"""Third attack near U.N. facilities in northern Iraq,” The Associated Press, March 15, 1999."			CETIS	-9	-9	0	-9	
68634	1,99903E+11	1999	3	12		0		95	Iraq	10	Middle East & North Africa	Dihok	Duhok	36.860813	42.97646	1.0	0		03/12/1999: A World Food Programme vehicle was destroyed in an explosion at the World Health Organization parking lot in Dohuk, Iraq. The explosives were place on the back seat of the vehicle. There were no casualties and the perpetrators of this incident were unknown.	1	1	1	1.0	2.0	Other Crime Type	0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					7	Government (Diplomatic)	47.0	International Organization (peacekeeper, aid agency, compound)	World Food Programme (WFP)	WFP Vehicle at the World Health Organization parking lot in Dohuk, Iraq	999.0	Multinational																	Unknown						Unknown	0.0			0			0.0										6	Explosives	16.0	Unknown Explosive Type														0.0	0.0	0.0	0.0	0.0	0.0	1	3.0	Minor (likely < $1 million)		The car was destroyed.	0.0																	“Third attack near U.N. facilities in northern Iraq,” The Associated Press, March 15, 1999.			CETIS	-9	-9	1	1	
69897	2,00001E+11	2000	1	8		0		95	Iraq	10	Middle East & North Africa	Sulaymaniyah	Kalar District	34.633333	45.3	3.0	0		01/08/2000: At 7:30 pm local time, a man identified only as S.M.M. attempted to throw a hand grenade into a group of youths celebrating Id al-Fitr in Kalar District, Iraq. The attack failed when the grenade exploded in the perpetrator’s hand, leading to his death. Investigation revealed that the man was a member of an undisclosed Islamic group.	1	1	1	1.0	2.0	Other Crime Type	0.0	0	0	3	Bombing/Explosion	Bombing/Explosion					14	Private Citizens & Property	67.0	Unnamed Civilian/Unspecified	Civilians	A group of youths celebrating Id al-Fitr in Kalar District	95.0	Iraq																	Muslim extremists						Unknown	0.0			0	1.0	1.0	0.0										6	Explosives	7.0	Grenade													The grenade exploded in the perpetrator's hand.	1.0	0.0	1.0	0.0	0.0	0.0	-9					0.0																	“Iraq: Bomb Attack in Kurdish Region Fails,” Kurdistani Nuwe (Internet Version-WWW), January 11, 2000.			CETIS	-9	-9	0	-9	
69976	2,00001E+11	2000	1	25		0		95	Iraq	10	Middle East & North Africa	Arbil	Arbil	36.192589	44.004623	1.0	0		01/25/2000: The office of the Islamic Unity Movement of Kurdistan (IUMK) in Irbil was bombed with 2-3 kg of TNT by unknown perpetrators. No one was injured but significant damage was caused to the office.	1	1	1	0.0			0.0	1	0	3	Bombing/Explosion	Bombing/Explosion					2	Government (General)	15.0	Politician or Political Party Movement/Meeting/Rally	Islamic Unity Movement of Kurdistan (IUMK)	The offices of the Islamic Unity Movement of Kurdistan (IUMK) in Irbil	95.0	Iraq																	Unknown						Unknown	0.0			0		0.0	0.0										6	Explosives	28.0	Dynamite/TNT													2-3 kg of TNT were used	0.0	0.0	0.0	0.0	0.0	0.0	1	4.0	Unknown		The office was significantly damaged	0.0																	“Iraq: Kurdish Minister Comments on Irbil Blast,” Irbil Brayati (Internet Version-WWW) Kurdish, January 26, 2000.	Shimal 'Aqrawi, Saman Nuh, and Nidal al-Laythi, “Iraqi Army Officers Arrested After Blast, Arms Theft,” Al-Zaman, January 26, 2000.		CETIS	-9	-9	0	-9	
